ATT payoffs,No-Op,periodic-15,periodic-23,periodic-3,periodic-31,periodic-46,periodic-57,periodic-67,periodic-7,periodic-75,periodicRand-15,periodicRand-23,periodicRand-3,periodicRand-31,periodicRand-46,periodicRand-57,periodicRand-67,periodicRand-75,probeCountTime-1_10,probeCountTime-2_10,probeCountTime-2_100,probeCountTime-2_150,probeCountTime-2_200,probeCountTime-2_250,probeCountTime-2_300,probeCountTime-2_50,probeCountTime-3_10,probeCountTime-3_100,probeCountTime-3_150,probeCountTime-3_200,probeCountTime-3_250,probeCountTime-3_300,probeCountTime-3_50,probeCountTime-4_10,probeCountTime-4_100,probeCountTime-4_150,probeCountTime-4_200,probeCountTime-4_250,probeCountTime-4_300,probeCountTime-4_50,purePeriodic-15,purePeriodic-23,purePeriodic-3,purePeriodic-31,purePeriodic-46,purePeriodic-57,purePeriodic-67,purePeriodic-7,purePeriodic-75,purePeriodicRand-15,purePeriodicRand-23,purePeriodicRand-3,purePeriodicRand-31,purePeriodicRand-46,purePeriodicRand-57,purePeriodicRand-67,purePeriodicRand-7,purePeriodicRand-75
periodicDecept-0.1_1,4690.657249999999,3402.9527166697526,3853.6215500006215,-2232.3724999985,4061.7028333333656,4269.466966666402,4350.646599999693,4401.905633333009,1803.5762166732472,4431.883566666357,3401.4175333364124,3851.923866667291,-2231.274316665166,4062.250433333366,4271.01258333307,4351.83068333303,4401.587983333009,4431.6934333330255,-841.7053333333333,-1579.9286833333704,-1579.9450166667125,-1579.7481500000085,-1579.317366666693,-1579.5523000000173,-1579.8323333333226,-1580.2362333333142,-2133.234499999934,-2133.6439166665596,-2133.4773999999456,-2134.0537333333327,-2133.4980833335003,-2132.6874499999803,-2133.9783833332476,-2443.683033333511,-2441.634050000265,-2443.679050000136,-2443.8945500001846,-2442.9092333335866,-2442.5803500003003,-2442.1300166667997,3403.0234333364183,3853.2114166672886,-2892.8438166689525,4062.3962000000315,4269.884149999736,4350.817616666362,4401.651766666341,1802.0697833399117,4431.553966666359,3401.962700003081,3850.5681666672895,-2891.912200002286,4063.1779666666994,4270.242516666403,4352.007116666363,4400.880949999677,2080.302166673876,4432.059666666358
periodicDecept-0.1_13,9538.758283333333,7431.089633336285,8170.64785000062,-1229.070249998499,8508.519266666692,8856.057316666407,8978.532649999699,9069.915366666348,4809.145966673524,9116.347516666363,7439.129583336283,8174.317133333954,-1228.1239333318324,8501.659016666692,8848.367416666406,8973.395183333032,9068.59929999968,9118.273116666362,-841.7033333333333,-935.5697666678615,-777.238733333447,-777.986433333499,-775.8847666667272,-774.8589666668878,-774.173966666904,-771.918049999999,-430.5455666680277,586.4303500015506,591.2623833347666,596.6826833348423,587.9466333347827,586.6849333351765,575.1540500014466,366.4731833321367,2580.0297000005903,2586.6053833334786,2591.7833500001766,2578.7235500001234,2588.47266666659,2592.825933333688,7420.699416669619,8151.800366667286,-2354.6899500022873,8510.374100000025,8854.201616666407,8977.862366666366,9070.086766666347,4861.514583340192,9114.90753333303,7429.152166669615,8153.357600000619,-2352.458500002286,8513.405433333359,8854.274033333073,8979.557649999699,9066.266866666347,5159.624633340756,9112.858383333029
periodicDecept-0.1_27,9774.517483333335,7638.961683336286,8357.030050000616,-1228.5236499984994,8724.518500000026,9065.620849999741,9200.8556999997,9287.815733333011,5036.461700006862,9337.207416666359,7632.173266669617,8353.562616667285,-1228.9428333318322,8715.864716666692,9063.578033333071,9207.260566666368,9289.671249999677,9337.689133333028,-841.7046666666666,-935.9992333345065,62.09226666712739,50.42020000040523,50.76135000056716,54.615183333932194,55.51696666709578,50.82293333401892,-431.5713500015385,2613.2834333338596,2606.6692500004597,2619.01685000032,2607.3080000003856,2612.644466667037,2604.1329000005176,360.7458833321127,5040.105933334137,5041.271650000374,5047.645700000643,5028.924650000618,5045.290266667532,5040.650766667218,7590.478300002952,8361.771233333951,-2351.953866668953,8724.244683333356,9065.339383333072,9198.03723333303,9284.114449999679,4971.323066673526,9337.79036666636,7607.482050002952,8362.17648333395,-2351.5038500022856,8729.464983333359,9066.297116666408,9208.737233333031,9285.899766666345,5310.713250007432,9339.54296666636
periodicDecept-0.1_35,9824.969733333333,7663.989966669621,8384.888866667286,-1230.116116665167,8771.78628333336,9113.517916666406,9248.718649999699,9339.893616666346,5037.918416673531,9382.46646666636,7648.841600002952,8393.217416667285,-1227.740849998499,8771.500133333358,9114.465916666408,9245.915516666366,9338.298866666346,9382.043449999695,-841.7046666666666,-937.5045333344043,472.8203666676527,472.52306666756385,479.02520000099764,484.20676666783413,479.1079000011856,480.9290166676253,-432.12976666793344,3427.702750000263,3428.024749999942,3426.7136833331842,3430.256999999791,3435.97671666682,3442.5234666665788,364.96974999888806,5824.856233334871,5825.9030000014845,5824.853333334575,5838.093500001671,5827.451300001446,5827.95060000164,7621.939166669624,8398.057900000616,-2350.6924500022856,8771.75051666669,9107.117383333074,9249.563849999702,9339.122516666346,4988.569833340136,9384.695516666363,7636.242383336286,8398.635783333952,-2352.337416668953,8774.912133333359,9109.631383333071,9249.770366666366,9339.473766666348,5341.016716674095,9389.85006666636
periodicDecept-0.1_5,8826.5742,6789.291500002978,7527.90483333396,-1228.4067166651657,7859.808533333365,8166.681849999744,8298.651199999695,8383.236433333013,4466.534316673533,8430.828149999696,6796.338750002975,7521.230633333959,-1230.0280499985,7859.3906166666975,8168.466649999743,8301.538566666364,8379.42084999968,8429.808166666364,-841.7016666666666,-1300.628583333261,-1299.5911833334355,-1299.787283333401,-1300.680416666867,-1301.4516166666197,-1299.833833333345,-1301.942683333405,-1088.7894666667114,-1082.757533333277,-1088.2358666666375,-1088.623833333295,-1086.0882166668603,-1088.5162000000557,-1085.4528999999948,-198.2472999984886,-206.60596666515823,-204.41451666516713,-203.51576666494915,-200.94969999865435,-206.4343333318144,-198.26241666524828,6789.428750002975,7524.956333333959,-2352.94368333562,7859.090716666698,8166.546799999744,8298.65261666636,8382.752049999679,4397.700750006838,8430.558883333028,6805.998100002964,7521.582700000624,-2353.5996833356207,7859.792816666697,8170.101649999744,8301.389783333028,8379.749016666347,4710.1914833407345,8426.644399999695
periodicDecept-11_1,9655.354166666666,60.76400000000001,293.51616666666735,-121.66283333333335,601.523166666666,1326.6791666666604,1943.522833333326,2577.0861666666688,-84.38166666666672,2864.5075000000033,293.0538333333337,634.2426666666664,-121.58066666666667,1060.8961666666635,1901.360499999991,2539.1174999999985,3145.172166666673,3450.383166666673,-181.7999999999999,-47.84833333333335,98.27300000000008,101.61333333333339,103.44933333333341,101.67150000000008,107.88733333333343,74.90516666666674,-46.96883333333335,547.0518333333333,549.8251666666666,545.6385,549.7596666666667,546.8389999999999,429.1373333333337,-46.04800000000001,1092.3786666666635,1103.67733333333,1112.8979999999965,1105.4061666666635,1117.5984999999964,836.018166666665,15.685166666666671,248.0285000000005,-66.79283333333335,574.9909999999995,1298.5289999999939,1950.492499999992,2567.2625000000016,-133.25416666666672,2894.9425000000033,690.3098333333332,1226.355333333329,-66.93833333333335,1876.8843333333289,2833.4191666666657,3467.9361666666673,4055.991500000001,63.49049999999996,4352.716666666665
periodicDecept-11_13,9660.221666666666,63.030833333333355,308.68683333333394,-121.27783333333333,640.940666666666,1457.60966666666,2191.4369999999954,2991.6386666666695,-85.33350000000004,3255.495833333337,300.132666666667,666.0406666666664,-121.50283333333333,1119.0338333333302,2039.2306666666589,2753.006833333333,3489.3250000000035,3787.5878333333376,-181.7999999999999,-46.74183333333334,168.54050000000024,172.83600000000024,172.79233333333354,173.89550000000023,179.3378333333336,130.63200000000015,-47.52350000000001,707.6909999999997,725.5853333333328,736.1334999999995,727.2746666666661,739.6466666666661,526.75,-47.922500000000014,1382.6841666666617,1413.0538333333284,1409.5484999999949,1409.1054999999953,1414.5138333333284,986.5561666666641,32.48400000000001,307.4546666666672,-66.99883333333332,683.241499999999,1580.124666666659,2328.6474999999964,3158.2075000000036,-132.85083333333336,3424.9340000000034,727.2415000000001,1266.7303333333284,-67.00983333333332,1962.3151666666631,3034.519833333332,3775.8494999999994,4477.907833333328,63.291999999999966,4746.048833333327
periodicDecept-11_27,9711.0865,61.797000000000025,319.9116666666673,-121.58666666666666,664.3604999999993,1614.753499999993,2458.7036666666645,3378.7081666666677,-84.81683333333339,3580.4938333333366,303.84100000000035,675.395666666666,-121.51066666666665,1140.5726666666635,2158.0796666666606,2966.174833333333,3797.6610000000005,4058.0171666666697,-181.7999999999999,-47.45666666666668,238.89466666666704,254.57900000000038,243.39366666666712,251.6736666666671,252.3321666666671,168.63950000000028,-47.52016666666667,864.4799999999989,911.1129999999987,911.2139999999987,913.1226666666654,924.1409999999987,581.1489999999998,-47.7045,1686.2164999999948,1717.7869999999946,1742.2369999999949,1740.018333333328,1732.8276666666613,1027.3814999999975,52.42383333333336,373.2278333333338,-67.23233333333333,781.040333333332,1860.255499999992,2746.406333333333,3618.581166666668,-132.40450000000004,3886.198666666669,738.6658333333335,1308.777333333328,-67.146,2054.82083333333,3215.409333333332,4052.8129999999983,4814.198666666655,66.8798333333333,5011.986666666657
periodicDecept-11_35,9739.565666666665,61.86200000000002,328.5576666666673,-121.54466666666666,686.7226666666659,1675.933333333326,2594.090166666665,3581.3536666666664,-84.17616666666672,3897.9990000000007,304.2535000000003,678.4159999999996,-121.44666666666669,1157.1883333333303,2206.962499999994,3111.5141666666677,3995.756166666666,4274.036833333334,-181.7999999999999,-45.10150000000001,303.43333333333385,322.0481666666672,322.1273333333339,329.83383333333387,314.09283333333394,182.73666666666702,-47.876000000000005,1049.2948333333309,1096.2069999999978,1098.7769999999975,1109.5996666666642,1104.9729999999975,534.6533333333332,-45.85483333333334,1972.5586666666625,2057.277166666662,2068.4116666666628,2075.939666666663,2056.497999999996,844.817166666665,68.30283333333337,413.1056666666671,-66.94216666666667,861.0284999999983,2003.4079999999933,2991.0203333333334,4004.4955000000004,-132.968,4258.557833333335,747.0106666666668,1344.393499999995,-67.31366666666668,2100.522666666663,3290.8353333333316,4193.136999999999,4995.266166666651,65.57533333333329,5226.159166666654
periodicDecept-11_5,9650.556333333336,57.92300000000002,291.6366666666673,-121.5995,602.8853333333327,1329.7301666666604,1961.463833333326,2628.689500000002,-85.25200000000005,2864.4086666666703,291.01116666666707,639.7726666666663,-121.583,1057.2323333333304,1910.175499999991,2558.830166666665,3173.9833333333395,3428.8998333333398,-181.7999999999999,-45.584666666666685,102.6910000000001,101.87516666666677,102.2123333333334,103.60683333333344,105.49833333333342,79.31183333333341,-46.563166666666675,536.198,551.0711666666666,546.4401666666665,555.8333333333333,547.9366666666667,423.8908333333338,-46.10650000000001,1080.5401666666633,1116.6223333333298,1106.3669999999968,1098.6579999999967,1100.54083333333,839.1913333333318,18.83366666666668,247.30233333333385,-66.89916666666667,592.6408333333327,1332.069999999994,1975.0884999999926,2656.559000000003,-132.20216666666667,2881.8158333333367,696.1126666666668,1224.056333333329,-67.12783333333333,1869.6804999999954,2821.528666666665,3525.0806666666667,4115.219999999999,60.24216666666662,4371.076833333332
periodicDecept-17_1,9620.611333333332,37.706166666666704,123.57099999999997,-76.531,282.25166666666684,635.735166666668,942.1731666666674,1223.1734999999987,-52.66433333333334,1528.2279999999964,177.74216666666675,355.59000000000026,-77.05083333333336,589.191666666667,1063.6843333333334,1471.220999999996,1772.3006666666608,2113.0929999999917,-117.60000000000012,-31.336666666666673,154.04749999999999,164.0215,163.22483333333335,165.0555,169.13783333333336,117.01133333333338,-30.539000000000005,535.8900000000011,599.522666666668,619.3298333333347,610.7071666666681,607.2420000000014,359.64050000000066,-30.515666666666675,1010.8455000000005,1127.6374999999996,1170.7068333333323,1165.5929999999994,1170.8808333333327,589.5245000000002,-49.703500000000005,76.55983333333332,-43.394000000000005,233.04783333333344,597.6680000000013,937.6521666666674,1225.2168333333318,-86.904,1508.0213333333297,380.19800000000004,714.3421666666676,-43.361333333333334,1116.191999999999,1781.4486666666612,2282.9156666666577,2747.0258333333286,19.337833333333226,3013.179999999991
periodicDecept-17_13,9621.515166666666,37.656333333333365,125.7113333333333,-76.89033333333333,280.05150000000015,640.619666666668,959.4473333333342,1223.522333333332,-51.600166666666674,1541.5506666666631,182.1913333333334,350.86950000000024,-76.91316666666667,583.133666666667,1070.3813333333335,1477.391666666662,1784.203666666661,2103.7549999999924,-117.60000000000012,-32.08966666666667,149.8048333333333,163.73466666666667,166.12366666666668,164.36516666666668,165.72566666666665,115.8996666666667,-30.140166666666673,548.5853333333345,591.835166666668,602.9720000000013,609.1510000000012,618.1593333333346,355.10050000000064,-31.48166666666667,1009.7520000000003,1122.9853333333328,1152.9414999999992,1158.0398333333326,1173.1793333333324,590.4426666666668,-50.0465,74.48066666666665,-43.664666666666676,241.11283333333347,613.3793333333344,956.696333333334,1223.3579999999984,-87.54483333333332,1525.930666666663,386.94849999999997,713.9765000000009,-43.39149999999999,1110.1296666666653,1807.4554999999943,2293.6456666666577,2756.615666666662,16.9699999999999,3050.153166666658
periodicDecept-17_27,9641.340000000002,35.352500000000035,127.96199999999997,-77.20866666666667,287.7461666666669,671.4746666666681,1023.1740000000002,1309.8919999999976,-52.14783333333334,1699.1424999999956,185.17933333333343,362.476666666667,-76.90983333333334,597.0903333333337,1126.0668333333329,1548.1111666666618,1899.726999999994,2277.368666666659,-117.60000000000012,-32.010000000000005,218.82483333333352,233.58916666666687,243.06450000000024,247.68833333333353,236.59283333333357,143.47883333333337,-30.20266666666667,686.2270000000015,759.381166666668,778.5350000000013,797.296166666668,785.2140000000015,348.3941666666672,-30.577833333333345,1222.4253333333318,1410.7444999999975,1454.6573333333301,1469.3234999999963,1485.6033333333298,515.9235000000003,-49.07883333333335,100.28266666666664,-43.35283333333334,277.4325000000002,725.1245000000015,1135.0359999999991,1452.3671666666635,-86.70799999999998,1811.0319999999947,399.52300000000014,735.260000000001,-43.593,1155.7878333333322,1928.8233333333271,2423.2094999999913,2917.7258333333284,19.018166666666563,3276.1839999999934
periodicDecept-17_35,9674.258833333333,34.558000000000035,126.80499999999998,-76.93533333333333,297.06350000000026,700.0408333333346,1083.2508333333328,1379.6041666666638,-51.00333333333334,1807.3544999999951,176.49983333333344,363.28850000000034,-76.89699999999999,607.1185000000003,1145.6534999999994,1607.0948333333288,1950.495333333327,2383.8453333333255,-117.60000000000012,-29.823500000000003,270.4105000000003,303.04650000000055,299.5935000000004,307.96433333333385,312.5541666666671,147.6921666666668,-30.66166666666667,787.0361666666679,925.185500000001,965.638333333334,986.5751666666672,972.1900000000006,351.80350000000067,-29.94466666666667,1372.6683333333312,1685.9031666666622,1768.0223333333283,1783.750333333328,1800.939833333328,501.4880000000004,-48.708000000000006,108.95233333333331,-43.42683333333334,324.47750000000025,793.8828333333348,1220.621666666665,1630.8894999999957,-86.69483333333332,2068.12616666666,394.16499999999996,751.1270000000009,-43.557833333333335,1180.4608333333322,1950.2333333333272,2547.149333333325,2984.429166666663,18.694166666666565,3441.8959999999943
periodicDecept-17_5,9620.002166666665,34.690500000000036,126.53016666666667,-76.6425,281.7200000000002,638.010666666668,953.7028333333341,1231.5203333333316,-52.40433333333334,1520.0121666666635,177.61216666666675,351.9215000000003,-76.909,583.1591666666669,1078.8505,1480.7406666666625,1786.1289999999944,2115.6791666666586,-117.60000000000012,-31.684666666666672,151.74749999999997,166.788,170.16766666666666,169.75583333333336,163.12900000000005,116.39333333333337,-30.766833333333338,548.5973333333345,597.5505000000013,600.0913333333345,603.9168333333347,616.6941666666679,355.17133333333396,-31.592500000000005,1017.2080000000003,1127.500833333333,1168.3804999999988,1187.906499999999,1169.815666666666,589.5296666666668,-50.15466666666667,79.39983333333332,-43.4535,235.4363333333335,602.1015000000012,932.5681666666674,1231.502333333332,-87.04233333333335,1527.3148333333297,387.1243333333334,722.861000000001,-43.229500000000016,1103.6496666666658,1809.7678333333276,2266.7189999999914,2739.7906666666618,19.07133333333323,3041.8649999999907
periodicDecept-20_1,9594.803333333335,24.921999999999993,101.47699999999999,-32.60466666666666,211.92800000000003,506.5850000000002,728.0055000000002,969.0581666666667,-47.934000000000005,1172.3796666666667,144.54500000000002,286.704166666667,-32.315666666666665,467.67366666666703,879.9960000000002,1170.195,1492.7733333333322,1692.311333333333,-99.80000000000011,-25.88833333333334,165.11066666666667,171.84733333333335,181.23533333333336,182.73200000000006,182.3873333333334,117.61833333333335,-27.203333333333337,536.1006666666666,596.8643333333337,601.0083333333336,633.0910000000001,623.8103333333333,332.44366666666673,-26.891333333333336,984.7580000000002,1115.315,1160.318666666666,1158.5109999999993,1187.926666666666,517.4236666666667,-44.147,24.206333333333312,-36.91683333333333,167.59683333333334,455.2866666666668,699.845,933.0896666666666,-74.7945,1147.7851666666666,308.45833333333337,554.8375000000005,-36.99066666666666,873.7871666666671,1465.1526666666653,1943.6968333333323,2281.6356666666643,9.58783333333326,2607.730833333333
