DEF------->,probeCountTime-4_10,probeCountTime-3_10,weighted mean
probeCountTime-3_10,8905.664525000002,1134.1955291740712,2457.0320833343976,6781.3830920252985
periodicRand-75,7301.834166666673,-177.00524999982667,-139.2515833333357,5211.214892026619
probeCountTime-4_300,6200.711666666667,-340.25219999926134,-217.42541666663595,4375.632222556093
probeCountTime-2_10,8905.676625000007,1232.8591458353087,2304.7470833338593,6799.5794134654225
probeCountTime-1_10,8952.09999999999,1162.1543749999996,1869.8185,6799.579413459156
purePeriodicRand-3,2997.121,1593.1682500072534,2840.598333333529,2651.1793842360717
periodic-3,3697.330299999996,1544.1548516768776,3115.9378333340237,3153.9748503427427
purePeriodicRand-7,6892.635499999996,-1552.9904166684182,114.61050000014274,4592.703664927571
probeCountTime-3_50,9029.222466666657,-11.060045827218996,948.6110000006943,6536.399572248654
probeCountTime-2_50,9093.06300833334,768.2841616766407,1706.4483333347075,6799.579413454162
periodic-7,6950.361499999997,-1472.8697666682988,495.41000000016913,4667.970381114046
purePeriodicRand-46,7545.452999999987,-289.63611666632994,-231.14774999998318,5355.958589185883
purePeriodic-57,2888.076833333327,-233.34479999976332,-185.1849999999928,2016.736290495269
DEF------->,probeCountTime-2_10,probeCountTime-1_10,probeCountTime-2_50,weighted mean
purePeriodicDecept-17_13,-33.252999999999965,-117.60000000000012,114.82433333333337,10.200303457623797
periodicDecept-11_27,-46.64681666666665,-181.7999999999999,169.29817500000019,13.657098274546698
purePeriodicDecept-11_35,-49.02700000000004,-181.7999999999999,194.5320000000004,23.949686902678103
purePeriodicDecept-20_1,-26.714999999999968,-99.80000000000011,115.63033333333327,17.074062613919757
purePeriodicDecept-20_5,-26.639999999999976,-99.80000000000011,118.1789999999999,18.211567612834045
purePeriodicDecept-0.1_35,-935.5317500013799,-841.7126666666667,483.941266667641,-291.298702100915
periodic-0.1,-939.0281375010817,-841.6995833333333,1213.0717933322323,26.37777200564858
periodic-0.7,-780.3339266666903,-736.8000000000003,1025.3439916666837,20.05079311966324
periodic-0.5,-824.6180750000261,-774.33105,1080.9377000002305,21.134864878008045
purePeriodic-4,-268.8196666666669,-499.89999999999975,460.87899999999723,-8.119240386596204
purePeriodic-7,-144.29783333333324,-285.6000000000002,263.0311666666686,-1.8768349000857825
purePeriodicDecept-17_27,-32.16199999999997,-117.60000000000012,149.3355000000001,25.626534496753074
periodicMax-7,-174.7974916666667,-285.6000000000002,257.2606666666686,-13.869735378333928
purePeriodicDecept-20_13,-26.399999999999977,-99.80000000000011,117.81433333333325,18.126664107571848
purePeriodicDecept-17_5,-32.667999999999964,-117.60000000000012,113.24216666666669,9.690260269974843
periodicDecept-11_35,-46.513641666666665,-181.7999999999999,188.37658333333366,22.039082925326724
purePeriodicDecept-0.1_27,-937.7132333346922,-841.6976666666666,51.236566667011274,-481.140639420127
